Random Search
id,x,y,cost
144,2898,1609,168
105,849,777,1383
10,249,47,774
130,2207,907,1687
179,3369,697,889
113,3819,191,283
137,1902,1390,293
41,550,1241,379
25,3209,224,756
150,2540,260,1935
82,3069,412,1133
154,1878,234,262
146,60,1148,839
123,1199,322,119
42,583,895,158
5,628,974,1081
159,331,1322,704
54,165,413,557
191,701,1438,1573
27,3990,1450,974
114,2286,1740,1022
197,973,984,1637
178,3134,1169,420
110,707,1513,1508
72,1341,844,1284
139,772,1422,150
124,2337,850,962
120,3016,260,34
47,901,745,1188
86,2398,214,497
33,2578,1230,1855
38,3660,427,1599
40,3585,1109,277
175,3828,57,178
185,3469,1080,64
168,3507,486,1856
66,1642,1125,1604
132,2959,1856,1792
101,2504,302,297
9,2662,1405,776
39,3637,1416,1066
94,2237,764,323
106,3171,1147,264
8,3474,1230,1389
11,681,385,1727
57,3134,746,555
117,1199,1948,611
46,1065,1451,526
21,3365,1888,774
148,2498,1204,450
76,1842,1709,1888
166,704,535,1567
36,771,1904,1497
149,993,581,849
89,1922,1845,754
103,11,1064,1203
119,3587,1123,1064
95,3691,1650,1075
74,2571,560,1669
189,2298,573,1226
151,1525,726,291
52,3166,973,557
96,664,1058,1278
142,499,1421,1871
6,1748,185,1859
176,1774,1020,70
65,928,782,163
140,864,1933,945
92,3174,606,390
79,1852,682,561
18,229,1847,182
174,3797,990,1716
24,1067,407,1481
177,263,208,527
190,373,80,931
122,1954,737,1183
115,893,1198,166
20,34,1705,1371
56,3796,244,1046
3,3131,1199,1133
44,3134,177,311
143,1417,1961,424
163,535,1791,1423
184,518,452,296
167,2682,984,960
162,1416,553,555
55,3144,924,585
155,2935,1553,1624
133,1675,616,491
153,1508,1818,1287
165,3576,1287,286
78,3399,405,20
102,2866,1409,939
60,1285,1233,1686
70,1639,4,622
64,2401,1778,1685
73,2791,1912,1390
75,2614,132,360
121,2218,431,1094
138,3226,1399,1055
144,2898,1609,168

Nearest Neighbor
id,x,y,cost
124,2337,850,962
94,2237,764,323
63,1972,616,129
53,2097,299,81
180,1913,314,175
154,1878,234,262
135,1651,164,197
123,1199,322,119
65,928,782,163
116,883,826,345
59,1172,933,125
115,893,1198,166
139,772,1422,150
193,501,1290,5
41,550,1241,379
42,583,895,158
160,307,671,228
34,43,770,191
22,47,1340,88
18,229,1847,182
108,389,1979,686
69,359,1840,1033
159,331,1322,704
181,314,954,736
184,518,452,296
177,263,208,527
54,165,413,557
30,97,409,1025
48,227,534,986
43,724,765,581
151,1525,726,291
176,1774,1020,70
80,1823,868,445
79,1852,682,561
133,1675,616,491
162,1416,553,555
51,1479,1027,617
137,1902,1390,293
183,1838,1943,43
143,1417,1961,424
0,1355,1796,496
117,1199,1948,611
46,1065,1451,526
68,922,1647,785
93,939,1962,860
140,864,1933,945
36,771,1904,1497
163,535,1791,1423
199,262,1669,1307
146,60,1148,839
195,189,1151,1145
103,11,1064,1203
5,628,974,1081
96,664,1058,1278
118,1229,1036,824
149,993,581,849
131,949,576,1018
112,816,83,607
4,661,87,903
84,656,226,931
35,729,356,976
10,249,47,774
190,373,80,931
127,1311,113,736
70,1639,4,622
101,2504,302,297
97,2465,426,310
1,2524,387,414
152,2549,554,351
120,3016,260,34
78,3399,405,20
145,3400,530,145
185,3469,1080,64
40,3585,1109,277
165,3576,1287,286
90,3991,1300,246
81,3901,849,606
113,3819,191,283
175,3828,57,178
171,3726,56,237
16,3562,3,82
31,3697,324,394
44,3134,177,311
92,3174,606,390
57,3134,746,555
106,3171,1147,264
49,2943,1341,104
144,2898,1609,168
62,2678,1417,182
14,3088,1482,267
178,3134,1169,420
52,3166,973,557
55,3144,924,585
129,3023,557,657
2,2769,430,500
75,2614,132,360
86,2398,214,497
26,2371,371,834
100,2343,360,965
121,2218,431,1094
124,2337,850,962

Nearest Neighbor Flexible
id,x,y,cost
181,314,954,736
34,43,770,191
160,307,671,228
48,227,534,986
54,165,413,557
177,263,208,527
10,249,47,774
190,373,80,931
4,661,87,903
112,816,83,607
84,656,226,931
184,518,452,296
42,583,895,158
43,724,765,581
116,883,826,345
65,928,782,163
131,949,576,1018
149,993,581,849
123,1199,322,119
127,1311,113,736
162,1416,553,555
151,1525,726,291
133,1675,616,491
135,1651,164,197
70,1639,4,622
180,1913,314,175
154,1878,234,262
53,2097,299,81
100,2343,360,965
26,2371,371,834
86,2398,214,497
75,2614,132,360
44,3134,177,311
25,3209,224,756
16,3562,3,82
171,3726,56,237
175,3828,57,178
113,3819,191,283
56,3796,244,1046
31,3697,324,394
78,3399,405,20
145,3400,530,145
179,3369,697,889
92,3174,606,390
57,3134,746,555
52,3166,973,557
185,3469,1080,64
119,3587,1123,1064
40,3585,1109,277
196,3688,759,727
81,3901,849,606
90,3991,1300,246
165,3576,1287,286
106,3171,1147,264
178,3134,1169,420
14,3088,1482,267
144,2898,1609,168
62,2678,1417,182
9,2662,1405,776
148,2498,1204,450
102,2866,1409,939
49,2943,1341,104
55,3144,924,585
129,3023,557,657
120,3016,260,34
2,2769,430,500
101,2504,302,297
1,2524,387,414
97,2465,426,310
152,2549,554,351
124,2337,850,962
94,2237,764,323
63,1972,616,129
79,1852,682,561
80,1823,868,445
176,1774,1020,70
137,1902,1390,293
23,2005,1631,819
186,2121,1641,859
89,1922,1845,754
183,1838,1943,43
143,1417,1961,424
117,1199,1948,611
0,1355,1796,496
51,1479,1027,617
59,1172,933,125
118,1229,1036,824
115,893,1198,166
46,1065,1451,526
68,922,1647,785
139,772,1422,150
41,550,1241,379
193,501,1290,5
159,331,1322,704
69,359,1840,1033
108,389,1979,686
18,229,1847,182
22,47,1340,88
146,60,1148,839
195,189,1151,1145
181,314,954,736

Greedy Cycle
id,x,y,cost
117,1199,1948,611
0,1355,1796,496
143,1417,1961,424
183,1838,1943,43
89,1922,1845,754
186,2121,1641,859
23,2005,1631,819
137,1902,1390,293
148,2498,1204,450
9,2662,1405,776
62,2678,1417,182
102,2866,1409,939
144,2898,1609,168
14,3088,1482,267
49,2943,1341,104
178,3134,1169,420
106,3171,1147,264
52,3166,973,557
55,3144,924,585
57,3134,746,555
92,3174,606,390
129,3023,557,657
152,2549,554,351
97,2465,426,310
1,2524,387,414
101,2504,302,297
